"NMDS1";"NMDS2";"NMDS3";"NMDS4";"Island"
0.27463095514705;0.31397643377149;-0.278531861242501;-0.486116346408847;"RAS"
0.103565568551261;0.171666643844059;-0.277609764754655;0.0854634421402368;"RAS"
0.101729820468664;0.0297625906663405;-0.217120831947153;-0.196701526235536;"RAS"
0.249497562482928;-0.149495714465383;0.244138649725552;-0.233756970173987;"RAS"
0.299904982884079;-0.608215627738167;-0.447654996679751;-0.0809563270507674;"RAS"
0.38986680915484;-0.748595455752491;-0.366370208201217;-0.197413954102577;"RAS"
0.300545929443943;-0.801409625723956;-0.370289774413002;-0.151680840350901;"RAS"
0.480910878942526;-0.357227589144107;-0.53988059365526;-0.241610034259138;"RAS"
-0.264225152000375;0.716872064978641;0.113463684894924;0.204551032825483;"ESC"
-0.249298261354939;0.646829871947132;-0.0261962642250657;0.0448134419158469;"ESC"
0.0139311547524564;0.569415098746614;-0.212195585148493;-0.311426587075702;"ESC"
-0.434951561409703;0.178012610781695;-0.373925233789884;-0.183176716263065;"ESC"
-0.409263518107909;-0.109442178039099;-0.473485113441438;0.601690574172351;"ESC"
-0.430892463140904;0.0147882202955675;0.355169494058146;-0.452983124707876;"ESC"
-0.456654845328654;0.940875711061099;-0.00257399939180141;-0.382441807568649;"ESC"
-0.217222196947064;0.514136682009639;0.516543214152076;-0.402758484336184;"ESC"
0.195604127573672;0.440144384180362;-0.320361343602628;-0.227000561017693;"ESC"
-0.237824512139779;0.439756517880318;-0.417439508704458;0.211066453865828;"ESC"
0.192913654780858;0.45924423073337;-0.121551717234064;-0.562373004282259;"ESC"
-0.502334620797876;-0.14498169164686;-0.435700803466203;-0.0646582609911409;"ESC"
