replicate;Group;Relative_abundance;Time;Island
58;Sponges;2.6;Previous;ESC
58;Milleporids;0.84;Previous;ESC
58;Mass_corals;0.95;Previous;ESC
58;Zoanthids;5.45;Previous;ESC
59;Algal_turf;47;Previous;ESC
59;Enc_calcar;0;Previous;ESC
59;Octocorals;13.88;Previous;ESC
59;Macroalgae;0;Previous;ESC
59;Sponges;33.35;Previous;ESC
59;Milleporids;4.33;Previous;ESC
59;Mass_corals;1.44;Previous;ESC
59;Zoanthids;0;Previous;ESC
